id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review_clean,reviews_per_month_clean,calculated_host_listings_count,availability_365,price_category,stay_category,availability_category,review_activity_category,host_scale_category,review_recency,days_since_last_review,estimated_annual_revenue,review_efficiency,host_business_scale,performance_tier,market_position,estimated_occupancy_rate
22617426,Beautiful Private Bedroom for rent  Crown Heights,166286543,Mark,Brooklyn,Crown Heights,"40,67439","-73,95286",Private room,35,10,5,01/02/2019,"0,29",2,350,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2376,12250,"0,0143",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
26755667,Private room in Friendly Apartment!,72157489,Yvonne,Brooklyn,Bushwick,"40,69327","-73,91599",Private room,50,1,3,30/07/2018,"0,25",2,250,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2562,12500,"0,012",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
15450724,"15 min  Manhattan. Quiet, Safe, Clean, Good  price",99108929,Melih,Queens,Sunnyside,"40,73707","-73,92082",Shared room,30,7,4,26/05/2019,"0,43",2,206,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2262,6180,"0,0194",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
30255425,Tiny Magic Room in Historic Park Slope Brownstone,24878388,Johanna,Brooklyn,Park Slope,"40,67947","-73,97806",Private room,45,10,1,01/01/2019,"0,16",2,250,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2407,11250,"0,004",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
22965846,"solo pueden reservar  mujeres, es casa de familia.",84562428,Liliana,Queens,Forest Hills,"40,73677","-73,84784",Private room,45,5,3,13/09/2018,"0,2",2,355,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2517,15975,"0,0085",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
29412402,Exposed Brick New York Styled apt in Bushwick,1949282,Kyla,Brooklyn,Bushwick,"40,69387","-73,9102",Private room,45,2,3,28/01/2019,"0,34",5,318,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2380,14310,"0,0094",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
20337158,Comfy HP“TWIN BED” 5 mins to LGA-US OPEN & 7 train,32446721,Veronica,Queens,Corona,"40,74748","-73,8647",Shared room,45,1,18,30/06/2019,"0,8",6,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2227,16425,"0,0493",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
28918211,B1. Shared room for 4 guests,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,"40,66151","-73,9455",Shared room,30,2,5,20/04/2019,"0,55",6,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2298,10950,"0,0137",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
19930489,Traveler/Student Prvt Rm w/  1/2 Bath (001),137999892,Simranjeet,Staten Island,Concord,"40,60613","-74,08907",Private room,35,4,19,22/06/2019,"0,84",7,346,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2235,12110,"0,0549",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
16097822,Newly renovated Room for 1,104927746,Amardeep,Staten Island,South Beach,"40,59587","-74,08614",Private room,35,4,10,22/05/2019,"0,34",7,323,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2266,11305,"0,031",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
22237320,Modern Room in Coliving/15min walk to Williamsburg,159811367,Sergii,Brooklyn,Bedford-Stuyvesant,"40,69676","-73,93959",Shared room,35,30,4,16/08/2018,"0,22",10,327,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2545,11445,"0,0122",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
32179659,Cute room! 15mins to LGA 17mins to Midtown.,137358866,Kazuya,Queens,Astoria,"40,76399","-73,92581",Private room,37,30,1,31/05/2019,"0,77",103,238,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2257,8806,"0,0042",Large Scale Host (>20),Average Performer,Budget Struggling,"45,2"
32136644,Excelent Neighboorhood,228141767,Angel,Bronx,Kingsbridge,"40,88344","-73,90301",Private room,45,1,14,24/06/2019,"2,86",1,347,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2233,15615,"0,0403",Single Property Host,High Performer,Budget Popular,"17,8"
17665996,Cozy home away from home,18660750,Linelle,Queens,Edgemere,"40,5938","-73,77373",Private room,50,1,76,27/06/2019,"2,84",1,324,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2230,16200,"0,2346",Single Property Host,High Performer,Budget Popular,"17,8"
20498653,Bushwick Renovated Apartment,146342086,Banty,Brooklyn,Bushwick,"40,70014","-73,9215",Private room,40,5,48,04/01/2019,"2,08",1,341,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2404,13640,"0,1408",Single Property Host,High Performer,Budget Popular,"17,8"
3404668,"Comfy room, minutes from metro for up to 3 people!",17170345,Carl,Brooklyn,Brownsville,"40,66682","-73,92303",Private room,47,2,118,10/06/2019,"1,99",1,310,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2247,14570,"0,3806",Single Property Host,Good Performer,Budget Popular,"17,8"
26918753,Sala star sofacama amplio cerca al Aeropuerto.,202350344,Diana Carolina,Queens,East Elmhurst,"40,76109","-73,88898",Private room,40,2,32,06/07/2019,"2,86",2,236,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2221,9440,"0,1356",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
23958542,Cozy Corner,180154611,Marlyn,Brooklyn,Canarsie,"40,63806","-73,90024",Private room,49,2,16,29/05/2019,"1,24",3,346,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2259,16954,"0,0462",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
29312347,6MinTrainsCozySmallRMaimonidesLutheranIndustryCity,215884830,Magdalena,Brooklyn,Sunset Park,"40,65047","-74,00403",Private room,50,1,23,30/06/2019,"2,63",4,327,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2227,16350,"0,0703",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
29412897,Large open space in Bushwick,1949282,Kyla,Brooklyn,Bushwick,"40,69418","-73,9114",Private room,36,3,13,15/06/2019,"1,51",5,329,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2242,11844,"0,0395",Small Scale Host (2-5),Good Performer,Budget Popular,"17,8"
62787,C Private Room By The Ferry,303939,Lissette,Staten Island,Tompkinsville,"40,63518","-74,08546",Private room,37,2,177,02/07/2019,"1,71",6,320,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2225,11840,"0,5531",Medium Scale Host (6-20),Good Performer,Budget Popular,"17,8"
34449879,Large Room Summer Sublease - Astoria NYC,20810804,Ahmed,Queens,Ditmars Steinway,"40,77922","-73,90752",Private room,35,85,0,,0,1,228,Budget (≤$50),Long Stay (>30 nights),High Availability (>180 days),No Reviews,Single Property,Tidak Ada Review,,7980,0,Single Property Host,Low Performer,Budget Struggling,"45,2"
36236367,金城发suit3.  (single room with twin bed),255641440,Li,Queens,Flushing,"40,75138","-73,81515",Private room,35,1,0,,0,7,358,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),No Reviews,Medium Scale (6-20),Tidak Ada Review,,12530,0,Medium Scale Host (6-20),Low Performer,Budget Struggling,"17,8"
35189906,Unique Private BR in Bedstuy Madison,226410657,Nina,Brooklyn,Bedford-Stuyvesant,"40,68777","-73,93067",Private room,42,30,0,,0,27,250,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,10500,0,Large Scale Host (>20),Low Performer,Budget Struggling,"45,2"
31145928,Shared male room on Manhattan with crazy view! I,39528519,Max,Manhattan,Lower East Side,"40,71113","-73,98667",Shared room,35,14,0,,0,28,321,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,11235,0,Large Scale Host (>20),Low Performer,Budget Struggling,"17,8"
31556307,G/F Woodside room mins to LaGuardia Airport,137358866,Kazuya,Queens,Woodside,"40,74424","-73,90146",Private room,49,30,0,,0,103,247,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),No Reviews,Large Scale (>20),Tidak Ada Review,,12103,0,Large Scale Host (>20),Low Performer,Budget Struggling,"45,2"
28312520,Little paradise,131993336,David,Queens,Forest Hills,"40,71962","-73,85",Private room,49,1,47,26/06/2019,"4,64",2,196,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2231,9604,"0,2398",Small Scale Host (2-5),High Performer,Budget Popular,"72,6"
9767864,Owl's Landing- The Loft,50068597,Alex,Staten Island,Tompkinsville,"40,63661","-74,07868",Private room,40,2,157,01/07/2019,"3,67",3,324,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2226,12960,"0,4846",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
35753330,Cozy bedroom 25 min from Manhattan,127927020,Dmitry And Anya,Brooklyn,Crown Heights,"40,67442","-73,92949",Private room,50,1,4,06/07/2019,4,3,364,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2221,18200,"0,011",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
32742915,SPECIAL! NYC Summer - Reserve LOW Prices,246194760,Noel,Queens,East Elmhurst,"40,75984","-73,88228",Private room,33,1,17,16/06/2019,"6,46",4,208,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2241,6864,"0,0817",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
24846816,"Cozy Near LGA, Center of Queens RM2",187822288,Zahir,Queens,East Elmhurst,"40,76921","-73,87132",Private room,49,1,128,22/06/2019,"8,95",5,278,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2235,13622,"0,4604",Small Scale Host (2-5),High Performer,Budget Popular,"45,2"
21251256,2B Private Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,"40,8068","-73,93932",Private room,45,1,84,11/06/2019,"3,97",10,347,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),High Activity (>3/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2246,15615,"0,2421",Medium Scale Host (6-20),High Performer,Budget Popular,"17,8"
15956780,Cozy private room in nice neighborhood Brooklyn,103611863,Lucy,Brooklyn,Gravesend,"40,59744","-73,96964",Private room,40,2,7,04/01/2019,"0,22",1,318,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2404,12720,"0,022",Single Property Host,Average Performer,Budget Struggling,"17,8"
12774144,Private big room/Queen bed/Nice Apt,65621401,Robert,Queens,Ditmars Steinway,"40,77822","-73,90895",Private room,49,1,7,07/06/2019,"0,18",1,341,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Single Property,Sangat Lama (>1 tahun),2250,16709,"0,0205",Single Property Host,Average Performer,Budget Struggling,"17,8"
8628425,LRG furnished Loft Space,4481005,Karen,Brooklyn,Park Slope,"40,67397","-73,98237",Private room,49,2,43,27/04/2019,"0,94",2,283,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2291,13867,"0,1519",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
10553095,Beautiful Guest Room(B),44547688,Carol,Brooklyn,East New York,"40,67283","-73,87785",Private room,50,1,35,11/06/2019,"0,92",2,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2246,18250,"0,0959",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
5895056,2 Flushing Sunny Garden View 舒适阳光房,30616879,Anna,Queens,Flushing,"40,754","-73,80701",Private room,47,2,40,12/10/2017,"0,81",3,311,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2853,14617,"0,1286",Small Scale Host (2-5),Average Performer,Budget Struggling,"17,8"
3953585,Manhattan Private Room15min=TimesSQ,7580038,Jack Andrew,Manhattan,Harlem,"40,82546","-73,94629",Private room,39,4,33,04/06/2019,"0,57",3,292,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2253,11388,"0,113",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
4407790,Retreat Room,16286162,Pat,Bronx,Allerton,"40,86682","-73,85812",Private room,49,2,42,21/06/2019,"0,74",4,227,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Small Scale (2-5),Sangat Lama (>1 tahun),2236,11123,"0,185",Small Scale Host (2-5),Average Performer,Budget Struggling,"45,2"
29869390,HABITACIÓN COMPARTIDA PARA AVENTURERAS(Only Women),215778245,Jessy & Christian,Queens,Corona,"40,73887","-73,86562",Shared room,30,2,6,02/07/2019,"0,76",6,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2225,10950,"0,0164",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
35320280,Room for jfk passengers,264043510,Ken,Queens,Springfield Gardens,"40,66222","-73,76324",Private room,41,2,1,29/06/2019,1,6,365,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2228,14965,"0,0027",Medium Scale Host (6-20),Good Performer,Budget Popular,"17,8"
9006920,Chill place in Brooklyn / Flatbush,27974952,Alex,Brooklyn,East Flatbush,"40,64517","-73,94843",Shared room,40,30,5,03/05/2018,"0,11",7,365,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2650,14600,"0,0137",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
29420970,Time-Sharing Private Room,62533391,Yvonne,Brooklyn,Borough Park,"40,63543","-74,00701",Shared room,38,1,7,17/05/2019,"0,8",7,365,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2271,13870,"0,0192",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
6285403,Colorfull and Modern Bedroom UES A3,20559017,Yohan,Manhattan,East Harlem,"40,78709","-73,94423",Private room,48,30,4,24/11/2018,"0,15",9,341,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2445,16368,"0,0117",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
6090186,Location Angel Marlie ( only female),3250450,Petya,Queens,Jackson Heights,"40,75181","-73,89064",Private room,40,25,1,04/09/2018,"0,1",18,364,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Medium Scale (6-20),Sangat Lama (>1 tahun),2526,14560,"0,0027",Medium Scale Host (6-20),Average Performer,Budget Struggling,"17,8"
30355292,Shared male room of your dreams on Manhattan III,39528519,Max,Manhattan,Lower East Side,"40,71046","-73,98839",Shared room,32,14,1,26/01/2019,"0,18",28,341,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2382,10912,"0,0029",Large Scale Host (>20),Average Performer,Budget Struggling,"17,8"
30546334,Renovated. Nice & clean 1/F RM in BK. Superhost!,137358866,Kazuya,Brooklyn,Bushwick,"40,69177","-73,9135",Private room,41,30,2,31/03/2019,"0,41",103,186,Budget (≤$50),Monthly Stay (8-30 nights),High Availability (>180 days),Low Activity (≤1/month),Large Scale (>20),Sangat Lama (>1 tahun),2318,7626,"0,0108",Large Scale Host (>20),Average Performer,Budget Struggling,"72,6"
22103438,Dee's Rest Easy,161468583,Dee,Brooklyn,Flatbush,"40,64429","-73,95732",Entire home/apt,22,2,35,29/04/2019,"1,83",1,312,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2289,6864,"0,1122",Single Property Host,Good Performer,Budget Popular,"17,8"
30559387,Brooklyn 1 room,229278227,明凤,Brooklyn,Bensonhurst,"40,62071","-73,99912",Private room,45,1,13,30/06/2019,"2,07",1,324,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Single Property,Sangat Lama (>1 tahun),2227,14580,"0,0401",Single Property Host,High Performer,Budget Popular,"17,8"
23917760,Cozy mezzanine bdrm in charming Bklyn neighborhood,179778880,Marcus,Brooklyn,Sunset Park,"40,66162","-73,99129",Private room,45,2,45,05/07/2019,"2,95",2,337,Budget (≤$50),Weekly Stay (2-7 nights),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2222,15165,"0,1335",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
33689398,comfortable & cozy qns size bed Feel it yourself,50375092,Mohamad,Staten Island,Dongan Hills,"40,5788","-74,09155",Private room,37,1,7,04/07/2019,"2,66",3,310,Budget (≤$50),Short Stay (1 night),High Availability (>180 days),Medium Activity (1-3/month),Small Scale (2-5),Sangat Lama (>1 tahun),2223,11470,"0,0226",Small Scale Host (2-5),High Performer,Budget Popular,"17,8"
